# =============================================================
# CSCE 5200 IR — Project Phase 3: VSM Query Processor
# Setting  : Title + Description
# Weighting: TF-IDF  (raw TF  x  log10(N / df))
# Scoring  : Cosine Similarity
# Columns  : TOPIC <TAB> DOCNO <TAB> RANK <TAB> COSINE_SCORE
# =============================================================

 352	FT911-691	1	0.188788
 352	FT911-1046	2	0.095698
 352	FT911-437	3	0.094792
 352	FT911-3246	4	0.080916
 352	FT911-3618	5	0.078179
 352	FT911-1087	6	0.072314
 352	FT911-3772	7	0.071189
 352	FT911-2510	8	0.069967
 352	FT911-63	9	0.068900
 352	FT911-3886	10	0.067156
 352	FT911-2332	11	0.067150
 352	FT911-2549	12	0.065660
 352	FT911-5042	13	0.065133
 352	FT911-2810	14	0.063771
 352	FT911-3278	15	0.062436
 352	FT911-4247	16	0.061923
 352	FT911-2751	17	0.061145
 352	FT911-91	18	0.060873
 352	FT911-4701	19	0.060598
 352	FT911-2081	20	0.060522
 352	FT911-5179	21	0.059110
 352	FT911-5307	22	0.058521
 352	FT911-3858	23	0.058336
 352	FT911-2714	24	0.056328
 352	FT911-1047	25	0.055016
 352	FT911-2222	26	0.053545
 352	FT911-417	27	0.053451
 352	FT911-2138	28	0.053249
 352	FT911-1668	29	0.052954
 352	FT911-3866	30	0.052625
 352	FT911-2581	31	0.051414
 352	FT911-5249	32	0.051298
 352	FT911-4767	33	0.049940
 352	FT911-3106	34	0.049637
 352	FT911-4120	35	0.049320
 352	FT911-2782	36	0.049248
 352	FT911-1643	37	0.049239
 352	FT911-4762	38	0.048623
 352	FT911-1174	39	0.048396
 352	FT911-1582	40	0.047733
 352	FT911-610	41	0.047153
 352	FT911-1872	42	0.047006
 352	FT911-4339	43	0.046840
 352	FT911-992	44	0.046708
 352	FT911-2740	45	0.045935
 352	FT911-1160	46	0.045154
 352	FT911-3621	47	0.044810
 352	FT911-4193	48	0.044195
 352	FT911-2267	49	0.044014
 352	FT911-5096	50	0.043987
 352	FT911-2599	51	0.043668
 352	FT911-3370	52	0.043306
 352	FT911-2281	53	0.042727
 352	FT911-2383	54	0.042332
 352	FT911-4818	55	0.042064
 352	FT911-5200	56	0.041932
 352	FT911-1238	57	0.041428
 352	FT911-4606	58	0.041281
 352	FT911-259	59	0.041230
 352	FT911-5356	60	0.041086
 352	FT911-4669	61	0.041085
 352	FT911-4504	62	0.040892
 352	FT911-1768	63	0.040772
 352	FT911-4194	64	0.040619
 352	FT911-3651	65	0.040525
 352	FT911-5072	66	0.040352
 352	FT911-4569	67	0.040271
 352	FT911-413	68	0.040059
 352	FT911-4050	69	0.039688
 352	FT911-1897	70	0.039102
 352	FT911-4769	71	0.038003
 352	FT911-3132	72	0.037787
 352	FT911-851	73	0.037600
 352	FT911-2985	74	0.037556
 352	FT911-3349	75	0.037536
 352	FT911-1529	76	0.037438
 352	FT911-3635	77	0.037328
 352	FT911-4348	78	0.036728
 352	FT911-328	79	0.036679
 352	FT911-3053	80	0.036468
 352	FT911-4591	81	0.036318
 352	FT911-1940	82	0.036312
 352	FT911-4918	83	0.036082
 352	FT911-331	84	0.035932
 352	FT911-1803	85	0.035599
 352	FT911-2488	86	0.035589
 352	FT911-801	87	0.035565
 352	FT911-2306	88	0.035237
 352	FT911-4561	89	0.034798
 352	FT911-1198	90	0.034466
 352	FT911-12	91	0.034335
 352	FT911-900	92	0.034320
 352	FT911-2882	93	0.034140
 352	FT911-2002	94	0.034040
 352	FT911-4009	95	0.033961
 352	FT911-3710	96	0.033692
 352	FT911-2803	97	0.033626
 352	FT911-1556	98	0.033623
 352	FT911-2829	99	0.033389
 352	FT911-2116	100	0.033037
 352	FT911-4687	101	0.032992
 352	FT911-4620	102	0.032929
 352	FT911-5343	103	0.032884
 352	FT911-4508	104	0.032883
 352	FT911-3853	105	0.032832
 352	FT911-2046	106	0.032787
 352	FT911-4798	107	0.032616
 352	FT911-4447	108	0.032570
 352	FT911-3662	109	0.032358
 352	FT911-5193	110	0.032307
 352	FT911-898	111	0.032291
 352	FT911-289	112	0.032286
 352	FT911-4948	113	0.032171
 352	FT911-2530	114	0.032110
 352	FT911-1563	115	0.031949
 352	FT911-2451	116	0.031790
 352	FT911-4345	117	0.031709
 352	FT911-3387	118	0.031626
 352	FT911-1674	119	0.031612
 352	FT911-2154	120	0.031600
 352	FT911-3393	121	0.031512
 352	FT911-3522	122	0.031478
 352	FT911-765	123	0.031419
 352	FT911-802	124	0.031287
 352	FT911-2196	125	0.031201
 352	FT911-516	126	0.031169
 352	FT911-156	127	0.030987
 352	FT911-4636	128	0.030953
 352	FT911-3414	129	0.030833
 352	FT911-2644	130	0.030741
 352	FT911-3630	131	0.030628
 352	FT911-2572	132	0.030580
 352	FT911-3179	133	0.030383
 352	FT911-1362	134	0.030218
 352	FT911-4119	135	0.030107
 352	FT911-2145	136	0.029891
 352	FT911-3133	137	0.029633
 352	FT911-2270	138	0.029605
 352	FT911-1436	139	0.029508
 352	FT911-317	140	0.029502
 352	FT911-124	141	0.029386
 352	FT911-4321	142	0.029380
 352	FT911-2569	143	0.029365
 352	FT911-2580	144	0.029365
 352	FT911-3358	145	0.029337
 352	FT911-1512	146	0.029262
 352	FT911-3960	147	0.029253
 352	FT911-4048	148	0.029151
 352	FT911-3339	149	0.029094
 352	FT911-440	150	0.029079
 352	FT911-4044	151	0.029004
 352	FT911-535	152	0.028979
 352	FT911-519	153	0.028863
 352	FT911-634	154	0.028765
 352	FT911-3169	155	0.028736
 352	FT911-5027	156	0.028655
 352	FT911-854	157	0.028643
 352	FT911-794	158	0.028574
 352	FT911-4814	159	0.028562
 352	FT911-3135	160	0.028425
 352	FT911-2874	161	0.028384
 352	FT911-3432	162	0.028342
 352	FT911-4645	163	0.028331
 352	FT911-279	164	0.028293
 352	FT911-274	165	0.028260
 352	FT911-775	166	0.028167
 352	FT911-5271	167	0.028149
 352	FT911-4887	168	0.028031
 352	FT911-1031	169	0.027999
 352	FT911-4218	170	0.027918
 352	FT911-1769	171	0.027775
 352	FT911-3673	172	0.027764
 352	FT911-5057	173	0.027742
 352	FT911-2584	174	0.027654
 352	FT911-910	175	0.027638
 352	FT911-4164	176	0.027545
 352	FT911-4942	177	0.027422
 352	FT911-5340	178	0.027328
 352	FT911-4033	179	0.027237
 352	FT911-1888	180	0.027105
 352	FT911-586	181	0.027071
 352	FT911-2832	182	0.027066
 352	FT911-3010	183	0.026954
 352	FT911-4783	184	0.026808
 352	FT911-2052	185	0.026783
 352	FT911-1462	186	0.026696
 352	FT911-4017	187	0.026554
 352	FT911-908	188	0.026437
 352	FT911-4227	189	0.026414
 352	FT911-2560	190	0.026411
 352	FT911-1980	191	0.026397
 352	FT911-3947	192	0.026386
 352	FT911-3540	193	0.026227
 352	FT911-478	194	0.026189
 352	FT911-834	195	0.026088
 352	FT911-3681	196	0.026082
 352	FT911-2639	197	0.026043
 352	FT911-1901	198	0.025920
 352	FT911-1857	199	0.025917
 352	FT911-4579	200	0.025814
 352	FT911-1438	201	0.025754
 352	FT911-750	202	0.025692
 352	FT911-1500	203	0.025668
 352	FT911-2779	204	0.025628
 352	FT911-4125	205	0.025579
 352	FT911-306	206	0.025526
 352	FT911-3923	207	0.025524
 352	FT911-5093	208	0.025515
 352	FT911-565	209	0.025466
 352	FT911-42	210	0.025452
 352	FT911-1122	211	0.025397
 352	FT911-705	212	0.025388
 352	FT911-650	213	0.025318
 352	FT911-1266	214	0.025315
 352	FT911-3922	215	0.025313
 352	FT911-857	216	0.025302
 352	FT911-1491	217	0.025245
 352	FT911-39	218	0.025222
 352	FT911-4850	219	0.025185
 352	FT911-2618	220	0.025123
 352	FT911-2843	221	0.024880
 352	FT911-2093	222	0.024863
 352	FT911-1828	223	0.024848
 352	FT911-2380	224	0.024806
 352	FT911-2381	225	0.024754
 352	FT911-1528	226	0.024632
 352	FT911-783	227	0.024626
 352	FT911-2280	228	0.024625
 352	FT911-338	229	0.024623
 352	FT911-4397	230	0.024611
 352	FT911-2718	231	0.024605
 352	FT911-1315	232	0.024566
 352	FT911-5063	233	0.024553
 352	FT911-1194	234	0.024540
 352	FT911-4727	235	0.024470
 352	FT911-2622	236	0.024450
 352	FT911-625	237	0.024445
 352	FT911-1065	238	0.024438
 352	FT911-3503	239	0.024434
 352	FT911-2005	240	0.024375
 352	FT911-2461	241	0.024354
 352	FT911-450	242	0.024284
 352	FT911-195	243	0.024217
 352	FT911-4399	244	0.024216
 352	FT911-530	245	0.024195
 352	FT911-4896	246	0.024048
 352	FT911-3265	247	0.023984
 352	FT911-5030	248	0.023962
 352	FT911-2756	249	0.023909
 352	FT911-5085	250	0.023809
 352	FT911-968	251	0.023795
 352	FT911-2649	252	0.023724
 352	FT911-3692	253	0.023635
 352	FT911-555	254	0.023630
 352	FT911-3968	255	0.023592
 352	FT911-3767	256	0.023579
 352	FT911-3788	257	0.023576
 352	FT911-5265	258	0.023482
 352	FT911-5098	259	0.023371
 352	FT911-2176	260	0.023283
 352	FT911-463	261	0.023268
 352	FT911-3938	262	0.023254
 352	FT911-4519	263	0.023246
 352	FT911-3165	264	0.023207
 352	FT911-4961	265	0.023086
 352	FT911-2798	266	0.023079
 352	FT911-2405	267	0.023062
 352	FT911-3731	268	0.023018
 352	FT911-1766	269	0.023006
 352	FT911-46	270	0.022946
 352	FT911-791	271	0.022913
 352	FT911-2996	272	0.022883
 352	FT911-3905	273	0.022857
 352	FT911-3215	274	0.022849
 352	FT911-5189	275	0.022799
 352	FT911-2289	276	0.022785
 352	FT911-5296	277	0.022765
 352	FT911-4270	278	0.022759
 352	FT911-1	279	0.022741
 352	FT911-3688	280	0.022644
 352	FT911-1930	281	0.022559
 352	FT911-429	282	0.022430
 352	FT911-5248	283	0.022379
 352	FT911-3269	284	0.022323
 352	FT911-3345	285	0.022305
 352	FT911-4772	286	0.022163
 352	FT911-1918	287	0.022133
 352	FT911-2292	288	0.022091
 352	FT911-1628	289	0.022024
 352	FT911-1499	290	0.022014
 352	FT911-1384	291	0.021978
 352	FT911-2876	292	0.021917
 352	FT911-4795	293	0.021914
 352	FT911-3478	294	0.021900
 352	FT911-226	295	0.021899
 352	FT911-5221	296	0.021894
 352	FT911-5077	297	0.021893
 352	FT911-4322	298	0.021860
 352	FT911-5125	299	0.021860
 352	FT911-5079	300	0.021858
 352	FT911-2014	301	0.021856
 352	FT911-1145	302	0.021833
 352	FT911-3572	303	0.021833
 352	FT911-4811	304	0.021833
 352	FT911-4074	305	0.021806
 352	FT911-3354	306	0.021791
 352	FT911-284	307	0.021789
 352	FT911-3170	308	0.021780
 352	FT911-2916	309	0.021700
 352	FT911-182	310	0.021690
 352	FT911-2051	311	0.021686
 352	FT911-1892	312	0.021557
 352	FT911-916	313	0.021547
 352	FT911-3234	314	0.021530
 352	FT911-1222	315	0.021517
 352	FT911-1455	316	0.021509
 352	FT911-3153	317	0.021486
 352	FT911-1578	318	0.021417
 352	FT911-5177	319	0.021397
 352	FT911-2540	320	0.021290
 352	FT911-4841	321	0.021270
 352	FT911-3708	322	0.021251
 352	FT911-3949	323	0.021205
 352	FT911-4665	324	0.021196
 352	FT911-3521	325	0.021168
 352	FT911-2095	326	0.021146
 352	FT911-635	327	0.021060
 352	FT911-1318	328	0.021052
 352	FT911-3535	329	0.021008
 352	FT911-613	330	0.020976
 352	FT911-2213	331	0.020970
 352	FT911-1488	332	0.020958
 352	FT911-3258	333	0.020941
 352	FT911-2934	334	0.020931
 352	FT911-4293	335	0.020921
 352	FT911-4856	336	0.020845
 352	FT911-3059	337	0.020799
 352	FT911-2388	338	0.020795
 352	FT911-4328	339	0.020718
 352	FT911-5180	340	0.020705
 352	FT911-1297	341	0.020680
 352	FT911-4962	342	0.020652
 352	FT911-2453	343	0.020647
 352	FT911-3645	344	0.020634
 352	FT911-5281	345	0.020586
 352	FT911-4311	346	0.020578
 352	FT911-2387	347	0.020573
 352	FT911-2119	348	0.020549
 352	FT911-1863	349	0.020544
 352	FT911-511	350	0.020541
 352	FT911-787	351	0.020533
 352	FT911-3727	352	0.020494
 352	FT911-211	353	0.020427
 352	FT911-1102	354	0.020427
 352	FT911-1666	355	0.020396
 352	FT911-4171	356	0.020380
 352	FT911-3261	357	0.020296
 352	FT911-1974	358	0.020250
 352	FT911-3632	359	0.020238
 352	FT911-1148	360	0.020233
 352	FT911-241	361	0.020204
 352	FT911-3168	362	0.020097
 352	FT911-659	363	0.020092
 352	FT911-3605	364	0.020087
 352	FT911-2218	365	0.020084
 352	FT911-341	366	0.020063
 352	FT911-1921	367	0.020015
 352	FT911-5245	368	0.020007
 352	FT911-5153	369	0.019972
 352	FT911-1496	370	0.019971
 352	FT911-5280	371	0.019964
 352	FT911-3561	372	0.019925
 352	FT911-3753	373	0.019912
 352	FT911-2016	374	0.019901
 352	FT911-4216	375	0.019890
 352	FT911-2723	376	0.019863
 352	FT911-2931	377	0.019860
 352	FT911-5295	378	0.019830
 352	FT911-4019	379	0.019806
 352	FT911-4372	380	0.019710
 352	FT911-4650	381	0.019694
 352	FT911-1619	382	0.019683
 352	FT911-4181	383	0.019675
 352	FT911-1712	384	0.019656
 352	FT911-2635	385	0.019653
 352	FT911-3361	386	0.019643
 352	FT911-2201	387	0.019613
 352	FT911-433	388	0.019574
 352	FT911-4786	389	0.019558
 352	FT911-533	390	0.019520
 352	FT911-2290	391	0.019496
 352	FT911-4821	392	0.019391
 352	FT911-2948	393	0.019355
 352	FT911-4641	394	0.019342
 352	FT911-4812	395	0.019284
 352	FT911-2980	396	0.019283
 352	FT911-3761	397	0.019269
 352	FT911-1576	398	0.019184
 352	FT911-552	399	0.019071
 352	FT911-1774	400	0.019059
 352	FT911-5062	401	0.019043
 352	FT911-4914	402	0.019034
 352	FT911-1360	403	0.019022
 352	FT911-951	404	0.018999
 352	FT911-3638	405	0.018982
 352	FT911-1465	406	0.018978
 352	FT911-3259	407	0.018939
 352	FT911-1114	408	0.018894
 352	FT911-4040	409	0.018824
 352	FT911-967	410	0.018785
 352	FT911-2616	411	0.018784
 352	FT911-5022	412	0.018755
 352	FT911-5019	413	0.018754
 352	FT911-2767	414	0.018744
 352	FT911-3697	415	0.018728
 352	FT911-1260	416	0.018693
 352	FT911-563	417	0.018684
 352	FT911-4608	418	0.018640
 352	FT911-3436	419	0.018633
 352	FT911-4367	420	0.018603
 352	FT911-4172	421	0.018600
 352	FT911-1067	422	0.018594
 352	FT911-520	423	0.018524
 352	FT911-2893	424	0.018508
 352	FT911-4182	425	0.018445
 352	FT911-3700	426	0.018433
 352	FT911-4421	427	0.018414
 352	FT911-2087	428	0.018403
 352	FT911-3933	429	0.018302
 352	FT911-2180	430	0.018259
 352	FT911-3157	431	0.018220
 352	FT911-3592	432	0.018175
 352	FT911-3704	433	0.018154
 352	FT911-265	434	0.018145
 352	FT911-2971	435	0.018128
 352	FT911-399	436	0.018107
 352	FT911-2126	437	0.018086
 352	FT911-3360	438	0.018083
 352	FT911-1075	439	0.017991
 352	FT911-1986	440	0.017981
 352	FT911-3852	441	0.017934
 352	FT911-5332	442	0.017917
 352	FT911-2018	443	0.017909
 352	FT911-3562	444	0.017882
 352	FT911-1210	445	0.017842
 352	FT911-2192	446	0.017799
 352	FT911-3407	447	0.017780
 352	FT911-3737	448	0.017779
 352	FT911-2107	449	0.017763
 352	FT911-3511	450	0.017736
 352	FT911-3793	451	0.017719
 352	FT911-3745	452	0.017702
 352	FT911-4859	453	0.017699
 352	FT911-2672	454	0.017690
 352	FT911-2634	455	0.017675
 352	FT911-3868	456	0.017657
 352	FT911-3254	457	0.017647
 352	FT911-2373	458	0.017639
 352	FT911-485	459	0.017620
 352	FT911-664	460	0.017600
 352	FT911-4099	461	0.017538
 352	FT911-4067	462	0.017518
 352	FT911-3104	463	0.017483
 352	FT911-4595	464	0.017445
 352	FT911-4564	465	0.017410
 352	FT911-2172	466	0.017382
 352	FT911-2674	467	0.017377
 352	FT911-2970	468	0.017373
 352	FT911-1864	469	0.017371
 352	FT911-438	470	0.017353
 352	FT911-1675	471	0.017326
 352	FT911-4324	472	0.017305
